user_id,username,likes_count
1542189623000,"2018-11-14",
1542355097000,"2018-11-16",
1542391193000,"2018-11-16",
1542407323000,"2018-11-16",
1542658862000,"2018-11-19",
1543170654000,"2018-11-25",
1543172647000,"2018-11-25",
1543173156000,"2018-11-25",
1543609387000,"2018-11-30",
1543693768000,"2018-12-01",
1543731739000,"2018-12-02",
1543980934000,"2018-12-05",
1544080204000,"2018-12-06",
1544117399000,"2018-12-06",
1544118258000,"2018-12-06",
1544118314000,"2018-12-06",
1544119082000,"2018-12-06",
1544342590000,"2018-12-09",
1544415492000,"2018-12-10",
1545539800000,"2018-12-23",
1545596127000,"2018-12-23",
1545747161000,"2018-12-25",
1545839470000,"2018-12-26",
1545840328000,"2018-12-26",
1545840997000,"2018-12-26",
1545841955000,"2018-12-26",
1545842196000,"2018-12-26",
1545894552000,"2018-12-27",
1545894552000,"2018-12-27",
1545895164000,"2018-12-27",
1545897710000,"2018-12-27",
1545907928000,"2018-12-27",
1545909824000,"2018-12-27",
1545925132000,"2018-12-27",
1545925444000,"2018-12-27",
1545927125000,"2018-12-27",
1545928655000,"2018-12-27",
1545928867000,"2018-12-27",
1545930922000,"2018-12-27",
1545931879000,"2018-12-27",
1545932173000,"2018-12-27",
1545932369000,"2018-12-27",
1545932486000,"2018-12-27",
1545932750000,"2018-12-27",
1545933099000,"2018-12-27",
1545933643000,"2018-12-27",
1545934295000,"2018-12-27",
1545934413000,"2018-12-27",
1545934449000,"2018-12-27",
1545936776000,"2018-12-27",
1545937678000,"2018-12-27",
1545937842000,"2018-12-27",
1545939028000,"2018-12-27",
1545939699000,"2018-12-27",
1545939784000,"2018-12-27",
1545940964000,"2018-12-27",
1545940995000,"2018-12-27",
1545941763000,"2018-12-27",
1545978878000,"2018-12-28",
1545979336000,"2018-12-28",
1545979732000,"2018-12-28",
1545979941000,"2018-12-28",
1545980213000,"2018-12-28",
1546030419000,"2018-12-28",
1546030427000,"2018-12-28",
1546288526000,"2018-12-31",
1546360389000,"2019-01-01",
1546364828000,"2019-01-01",
1546365030000,"2019-01-01",
1546365304000,"2019-01-01",
1546365524000,"2019-01-01",
1546368278000,"2019-01-01",
1546368451000,"2019-01-01",
1546369585000,"2019-01-01",
1546371208000,"2019-01-01",
1546371490000,"2019-01-01",
1546372420000,"2019-01-01",
1546465339000,"2019-01-02",
1546551666000,"2019-01-03",
1546883695000,"2019-01-07",
1546970863000,"2019-01-08",
1546973064000,"2019-01-08",
1546973252000,"2019-01-08",
1547011067000,"2019-01-09",
1547155794000,"2019-01-10",
1547193003000,"2019-01-11",
1547193565000,"2019-01-11",
1547194900000,"2019-01-11",
1547205751000,"2019-01-11",
1547217929000,"2019-01-11",
1547410839000,"2019-01-13",
1547628305000,"2019-01-16",
1547635364000,"2019-01-16",
1547729740000,"2019-01-17",
1547730192000,"2019-01-17",
1547910504000,"2019-01-19",
1547911223000,"2019-01-19",
1548048789000,"2019-01-21",
1548352705000,"2019-01-24",
1548583430000,"2019-01-27",
1548703493000,"2019-01-28",
1549010854000,"2019-02-01",
1549491497000,"2019-02-06",
1549652227000,"2019-02-08",
1549900346000,"2019-02-11",
1549900773000,"2019-02-11",
1549901838000,"2019-02-11",
1549905932000,"2019-02-11",
1549906427000,"2019-02-11",
1549910869000,"2019-02-11",
1549911674000,"2019-02-11",
1549911706000,"2019-02-11",
1549911742000,"2019-02-11",
1549912354000,"2019-02-11",
1549912413000,"2019-02-11",
1550524183000,"2019-02-18",
1552063152000,"2019-03-08",
1552932842000,"2019-03-18",
1553020360000,"2019-03-19",
1553020651000,"2019-03-19",
1553112403000,"2019-03-20",
1553275808000,"2019-03-22",
1553361998000,"2019-03-23",
1553448093000,"2019-03-24",
1553449915000,"2019-03-24",
1553502359000,"2019-03-25",
1553538849000,"2019-03-25",
1553540533000,"2019-03-25",
1553541267000,"2019-03-25",
1553542543000,"2019-03-25",
1553607317000,"2019-03-26",
1553637557000,"2019-03-26",
1553923263000,"2019-03-30",
1553923273000,"2019-03-30",
1554145135000,"2019-04-01",
1554156234000,"2019-04-01",
1554199879000,"2019-04-02",
1554462587000,"2019-04-05",
1554464869000,"2019-04-05",
1554473331000,"2019-04-05",
1554476836000,"2019-04-05",
1554744561000,"2019-04-08",
1554745118000,"2019-04-08",
1554916801000,"2019-04-10",
1555012567000,"2019-04-11",
1555215906000,"2019-04-14",
1555237446000,"2019-04-14",
1555301116000,"2019-04-15",
1555308149000,"2019-04-15",
1555876929000,"2019-04-21",
1555997745000,"2019-04-23",
1556000087000,"2019-04-23",
1556007013000,"2019-04-23",
1556017311000,"2019-04-23",
1556018417000,"2019-04-23",
1556018541000,"2019-04-23",
1556039423000,"2019-04-23",
1556082790000,"2019-04-24",
1556094713000,"2019-04-24",
1556132700000,"2019-04-24",
1556369465000,"2019-04-27",
1556603573000,"2019-04-30",
1556689238000,"2019-05-01",
1556727065000,"2019-05-01",
1556738161000,"2019-05-01",
1556740479000,"2019-05-01",
1556740948000,"2019-05-01",
1556742884000,"2019-05-01",
1556833502000,"2019-05-02",
1557035608000,"2019-05-05",
1557133059000,"2019-05-06",
1557592144000,"2019-05-11",
1557592422000,"2019-05-11",
1557592878000,"2019-05-11",
1557733581000,"2019-05-13",
1557757828000,"2019-05-13",
1557778978000,"2019-05-13",
1558214897000,"2019-05-18",
1558418520000,"2019-05-21",
1560088122000,"2019-06-09",
1562580199000,"2019-07-08",
1562705969000,"2019-07-09",
1562865636000,"2019-07-11",
1563019674000,"2019-07-13",
1563046309000,"2019-07-13",
1563046458000,"2019-07-13",
1564137215000,"2019-07-26",
1565259726000,"2019-08-08",
1568960722000,"2019-09-20",
1569735391000,"2019-09-29",
1572011952000,"2019-10-25",
1572215821000,"2019-10-27",
1572304775000,"2019-10-28",
1572759103000,"2019-11-03",
1578026572000,"2020-01-03",
1578026884000,"2020-01-03",
1578455523000,"2020-01-08",
1578463382000,"2020-01-08",
1578474726000,"2020-01-08",
1578509504000,"2020-01-08",
1578514327000,"2020-01-08",
1578518198000,"2020-01-08",
1578518273000,"2020-01-08",
1578773172000,"2020-01-11",
1578864853000,"2020-01-12",
1581435660000,"2020-02-11",
1581436156000,"2020-02-11",
1581438460000,"2020-02-11",
1581440066000,"2020-02-11",
1581440574000,"2020-02-11",
1581441030000,"2020-02-11",
1581442078000,"2020-02-11",
1581443242000,"2020-02-11",
1581443501000,"2020-02-11",
1581444250000,"2020-02-11",
1581444666000,"2020-02-11",
1581445266000,"2020-02-11",
1581446053000,"2020-02-11",
1582831774000,"2020-02-27",
1585476271000,"2020-03-29",
1586151099000,"2020-04-06",
1586437974000,"2020-04-09",
1586868488000,"2020-04-14",
1258890091000,"2009-11-22",
1258890167000,"2009-11-22",
1258962333000,"2009-11-23",
1258962464000,"2009-11-23",
1260271734000,"2009-12-08",
1260384180000,"2009-12-09",
1263429264000,"2010-01-14",
1263429276000,"2010-01-14",
1263429493000,"2010-01-14",
1263468655000,"2010-01-14",
1263468681000,"2010-01-14",
1263469106000,"2010-01-14",
1263469144000,"2010-01-14",
1263774161000,"2010-01-18",
1264098310000,"2010-01-21",
1264242484000,"2010-01-23",
1264486481000,"2010-01-26",
1265975295000,"2010-02-12",
1266051569000,"2010-02-13",
1267614719000,"2010-03-03",
1299040900000,"2011-03-02",
1299042691000,"2011-03-02",
1299042765000,"2011-03-02",
1299042886000,"2011-03-02",
1299043527000,"2011-03-02",
1299043854000,"2011-03-02",
1299847594000,"2011-03-11",
1299849658000,"2011-03-11",
1299866310000,"2011-03-11",
1299866508000,"2011-03-11",
1299867186000,"2011-03-11",
1300396261000,"2011-03-17",
1307598090000,"2011-06-09",
1310559498000,"2011-07-13",
1323723758000,"2011-12-12",
1323724262000,"2011-12-12",
1325270893000,"2011-12-30",
1325271180000,"2011-12-30",
1325271251000,"2011-12-30",
1325358087000,"2011-12-31",
1325359543000,"2011-12-31",
1325417696000,"2012-01-01",
1325448955000,"2012-01-01",
1325448994000,"2012-01-01",
1325449117000,"2012-01-01",
1325449217000,"2012-01-01",
1325451920000,"2012-01-01",
1325452163000,"2012-01-01",
1325495466000,"2012-01-02",
1325496112000,"2012-01-02",
1325498756000,"2012-01-02",
1325502188000,"2012-01-02",
1325695152000,"2012-01-04",
1325695242000,"2012-01-04",
1325695299000,"2012-01-04",
1325695372000,"2012-01-04",
1325695808000,"2012-01-04",
1325696093000,"2012-01-04",
1325696245000,"2012-01-04",
1325696312000,"2012-01-04",
1325707838000,"2012-01-04",
1325707881000,"2012-01-04",
1325708081000,"2012-01-04",
1325708115000,"2012-01-04",
1325708285000,"2012-01-04",
1325708492000,"2012-01-04",
1325708598000,"2012-01-04",
1325709493000,"2012-01-04",
1325709587000,"2012-01-04",
1325710143000,"2012-01-04",
1325711418000,"2012-01-04",
1325711497000,"2012-01-04",
1325711890000,"2012-01-04",
1325711915000,"2012-01-04",
1325712205000,"2012-01-04",
1325712377000,"2012-01-04",
1325713176000,"2012-01-04",
1325713289000,"2012-01-04",
1325713690000,"2012-01-04",
1325715404000,"2012-01-04",
1325715612000,"2012-01-04",
1325717689000,"2012-01-04",
1325754816000,"2012-01-05",
1325755085000,"2012-01-05",
1325755341000,"2012-01-05",
1325755446000,"2012-01-05",
1325756303000,"2012-01-05",
1325759704000,"2012-01-05",
